ID,COU,RES,SITE,SITE_ID,PLOT,Date,Microsite,ID_Microsite,diameter_1(cm),diameter_2(cm),canopy area (cm2),Number of replicate,Quadrat,Species within quadrat,Cover (%)
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,2,,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,40,1885,2,,Holcus lanatus,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,40,1885,2,,Nassauvia darwinii,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,2,,Acaena integerrima,15
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,2,,Nassauvia darwinii,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,2,,Viola maculata,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,80,50,3142,3,,Festuca pallescens,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,3,,Acaena integerrima,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,3,,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,60,2356,4,,Festuca pallescens,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,60,2356,4,,Holcus lanatus,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,4,,Nassauvia darwinii,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,4,,Acaena integerrima,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,4,,Festuca pyrogea,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,40,1571,3,,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,40,1571,3,,Nassauvia darwinii,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,3,,Acaena integerrima,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,3,,Festuca pyrogea,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,40,40,1257,4,,Nassauvia darwinii,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,4,,Acaena pinnatifida,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,35,40,1100,5,,Viola maculata,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,35,40,1100,5,,Nassauvia darwinii,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,35,40,1100,5,,Cerastium arvense,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,5,,Nassauvia darwinii,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,5,,Acaena integerrima,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,40,50,1571,5,,Festuca pallescens,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,40,50,1571,5,,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,5,,Acaena integerrima,15
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,40,40,1257,6,,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,40,40,1257,6,,Lathyrus magellanicus,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,6,,Viola maculata,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,6,,Acaena integerrima,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,110,120,10367,6,,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,110,120,10367,6,,Festuca pallescens,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,110,120,10367,6,,Taraxacum officinale,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,6,1,Acaena integerrima,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,6,1,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,6,2,Festuca pyrogea,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,45,1767,7,,Cerastium arvense,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,45,1767,7,,Hypochaeris incana,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,45,1767,7,,Nassauvia darwinii,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,7,,Acaena integerrima,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,70,3299,7,,-,0
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,7,,Acaena integerrima,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,7,,Festuca pyrogea,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,95,100,7461,8,,Festuca pallescens,15
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,95,100,7461,8,,Festuca pyrogea,7
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,95,100,7461,8,,Viola maculata,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,95,100,7461,8,,Nassauvia darwinii,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,95,100,7461,8,,Acaena integerrima,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,95,100,7461,8,,Hypochaeris incana,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,8,1,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,8,1,Viola maculata,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,8,2,Taraxacum officinale,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,8,2,Festuca pyrogea,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,40,30,942,9,,Nassauvia darwinii,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,40,30,942,9,,Elymus repens,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,40,30,942,9,,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,9,,-,0
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,40,45,1414,8,,Carex gayana,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,40,45,1414,8,,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,8,,Festuca pyrogea,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,30,40,942,10,,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,30,40,942,10,,Calceolaria biflora,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,10,,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,10,,Nassauvia darwinii,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,40,30,942,11,,Nassauvia darwinii,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,40,30,942,11,,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,40,30,942,11,,Festuca pallescens,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,40,30,942,11,,Viola maculata,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,11,,Festuca pyrogea,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,90,95,6715,12,,Festuca pallescens,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,90,95,6715,12,,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,12,1,Nassauvia darwinii,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,12,1,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,12,2,Nassauvia darwinii,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,30,1178,9,,Nassauvia darwinii,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,30,1178,9,,Calceolaria biflora,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,9,,-,0
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,40,1571,10,,Calceolaria biflora,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,40,1571,10,,Elymus repens,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,40,1571,10,,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,10,,Acaena integerrima,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,85,40,2670,13,,Festuca pallescens,12
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,85,40,2670,13,,Quinchamalium chilense,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,85,40,2670,13,,Nassauvia darwinii,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,13,1,Acaena integerrima,7
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,13,1,Nassauvia darwinii,4
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,13,2,Festuca pallescens,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,13,2,Nassauvia darwinii,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,40,55,1728,14,,Festuca pallescens,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,40,55,1728,14,,Quinchamalium chilense,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,14,,Mulinum spinosum,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,40,40,1257,11,,Calceolaria biflora,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,11,,-,0
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,40,1885,12,,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,40,1885,12,,Calceolaria biflora,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,12,,Nassauvia darwinii,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,30,1178,13,,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,30,1178,13,,Mulinum spinosum,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,30,1178,13,,Cerastium arvense,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,13,,Nassauvia darwinii,6
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,13,,Festuca pyrogea,8
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,90,100,7069,15,,Festuca pallescens,8
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,90,100,7069,15,,Cerastium arvense,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,15,1,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,15,2,Acaena integerrima,7
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,15,2,Taraxacum officinale,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,15,2,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,60,2356,14,,Quinchamalium chilense,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,60,2356,14,,Nassauvia darwinii,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,60,2356,14,,Mulinum spinosum,4
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,14,1,Nassauvia darwinii,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,14,2,Festuca pyrogea,6
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,30,45,1060,16,,Festuca pallescens,8
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,30,45,1060,16,,Cerastium arvense,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,16,,Festuca pyrogea,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,40,45,1414,15,,Festuca pyrogea,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,40,45,1414,15,,Calceolaria biflora,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,15,,Nassauvia darwinii,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,50,2356,16,,Cerastium arvense,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,50,2356,16,,Festuca pyrogea,4
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,50,2356,16,,Nassauvia darwinii,6
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,16,,Acaena integerrima,7
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,16,,Nassauvia darwinii,8
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,40,1571,17,,Festuca pallescens,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,40,1571,17,,Calceolaria biflora,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,17,1,Festuca pyrogea,6
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,17,2,Nassauvia darwinii,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,60,60,2827,18,,Festuca pyrogea,11
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,18,1,Nassauvia darwinii,4
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,18,2,Elymus repens,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,18,2,Nassauvia darwinii,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,40,1571,17,,Hypochaeris incana,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,40,1571,17,,Festuca pyrogea,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,17,,Nassauvia darwinii,4
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,45,1767,19,,Festuca pallescens,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,45,1767,19,,Elymus repens,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,19,,Festuca pyrogea,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,19,,Calceolaria biflora,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,60,35,1649,20,,Festuca pallescens,4
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,20,,Festuca pyrogea,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,60,40,1885,21,,Festuca pallescens,6
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,60,40,1885,21,,Festuca pyrogea,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,21,,Holcus lanatus,12
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,21,,Calceolaria biflora,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,60,40,1885,22,,Festuca pallescens,10
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,22,,Festuca pyrogea,12
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,50,1963,18,,Cerastium arvense,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,50,1963,18,,Festuca pyrogea,6
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,50,1963,18,,Viola maculata,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,18,,-,0
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,50,1963,22,,Festuca pallescens,12
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,50,1963,22,,Festuca pyrogea,7
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,22,,Acaena integerrima,8
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,45,2121,19,,Mulinum spinosum,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,45,2121,19,,Calceolaria biflora,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,45,2121,19,,Cerastium arvense,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,19,,Calceolaria biflora,12
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,19,,Festuca pallescens,7
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,19,,Leucheria candidissima,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,40,1571,23,,Festuca pallescens,7
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,40,1571,23,,Festuca pyrogea,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,40,1571,23,,Taraxacum officinale,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,23,,Festuca pyrogea,6
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,23,,Festuca pallescens,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,festuca pallescens,40,30,942,20,,-,0
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,20,,Nassauvia darwinii,7
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,20,,Acaena integerrima,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,140,150,16493,24,,Festuca pallescens,12
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,140,150,16493,24,,Festuca pyrogea,7
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,140,150,16493,24,,Hypochaeris incana,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,24,1,Hypochaeris incana,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,24,2,-,0
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,35,1649,21,,Festuca pyrogea,4
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,21,,Nassauvia darwinii,4
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,40,1571,22,,Cerastium arvense,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,40,1571,22,,Viola maculata,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,40,1571,22,,Calceolaria biflora,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,22,,Acaena integerrima,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,40,1571,25,,Cerastium arvense,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Mulinum spinosum,50,40,1571,25,,Festuca pallescens,15
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,25,,Acaena integerrima,5
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,45,1767,23,,Festuca pyrogea,6
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,50,45,1767,23,,Nassauvia darwinii,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,23,,Nassauvia darwinii,3
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,23,,Acaena integerrima,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,40,50,1571,24,,Festuca pyrogea,8
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,40,50,1571,24,,Cerastium arvense,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,24,,Acaena integerrima,1
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,40,1885,25,,Cerastium arvense,2
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,40,1885,25,,Mulinum spinosum,6
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,2,Festuca pallescens,60,40,1885,25,,Festuca pyrogea,4
85,Chile,"Fajardo, Alex",Bano nuevo,25,3,2017/03/21,1,bare soil,,,,25,,-,0
