ID,COU,RES,SITE,SITE_ID,PLOT,Date,Microsite,ID_Microsite,diameter_1(cm),diameter_2(cm),height(cm),canopy area (cm2),Number of replicate,Quadrat,Species within quadrat,Cover (%),Number of individuals
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,33,52,72,5390.9856,2,1,Thymus zygis,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,33,52,72,5390.9856,2,1,Stipa barbata,25,16
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,33,52,72,5390.9856,2,1,Teucrium capitatum,15,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,33,52,72,5390.9856,2,1,Matthiola fruticulosa,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,2,1,Erodium,2,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,2,1,Plantago albicans,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,2,1,Helianthemum hirtum,1,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,2,1,Stipa barbata,12,11
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,2,1,Matthiola fruticulosa,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,64,24,50,4825.4976,3,1,Matthiola fruticulosa,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,64,24,50,4825.4976,3,1,Teucrium gnaphalodes,6,5
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,64,24,50,4825.4976,3,1,Stipa barbata,9,12
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,64,24,50,4825.4976,3,1,Phlomis lychnitis,9,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,64,24,50,4825.4976,3,1,Erodium,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,64,24,50,4825.4976,3,1,Helianthemum hirtum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,64,24,50,4825.4976,3,1,Plantago albicans,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,3,1,Teucrium capitatum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,3,1,Stipa barbata,20,11
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,3,1,Thymus zygis,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,3,1,Plantago albicans,2,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,3,1,Matthiola fruticulosa,2,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,3,1,Helianthemum hirtum,1,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,78,40,45,9801.792,4,1,Plantago albicans,3,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,78,40,45,9801.792,4,1,Teucrium gnaphalodes,12,6
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,78,40,45,9801.792,4,1,Thymus zygis,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,78,40,45,9801.792,4,1,Matthiola fruticulosa,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,4,1,Plantago albicans,3,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,4,1,Stipa barbata,6,5
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,4,1,Matthiola fruticulosa,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,4,1,Helianthemum hirtum,5,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,110,100,113,34557.6,5,100(1),Teucrium capitatum,30,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,110,100,113,34557.6,5,100(1),Erodium,,
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,110,100,113,34557.6,5,100(1),Phlomis lychnitis,10,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,110,100,113,34557.6,5,100(1),Plantago albicans,12,5
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,110,100,113,34557.6,5,100(1),Hedysarum boveanum,5,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,110,100,113,34557.6,5,100(1),Matthiola fruticulosa,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,110,100,113,34557.6,5,100(1),Thymus zygis,10,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,5,100(1),Thymus zygis,25,10
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,5,100(1),Teucrium capitatum,5,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,5,100(1),Plantago albicans,5,10
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,5,100(1),Stipa barbata,20,12
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,5,100(1),Matthiola fruticulosa,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,76,25,39,5969.04,6,1,Phlomis lychnitis,40,8
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,76,25,39,5969.04,6,1,Plantago albicans,10,5
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,76,25,39,5969.04,6,1,Teucrium gnaphalodes,6,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,6,1,Astragalus incanus,16,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,6,1,Stipa barbata,8,6
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,6,1,Hedysarum boveanum,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,6,1,Teucrium gnaphalodes,2,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,6,1,Matthiola fruticulosa,1,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,6,1,Helianthemum hirtum,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,6,1,Phlomis lychnitis,3,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,6,1,Plantago albicans,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,33,36,42,3732.2208,7,1,Thymus zygis,30,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,33,36,42,3732.2208,7,1,Helianthemum hirtum,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,33,36,42,3732.2208,7,1,Plantago albicans,4,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,7,1,Thymus zygis,5,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,7,1,Stipa barbata,2,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,7,1,Matthiola fruticulosa,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,7,1,Helianthemum hirtum,2,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,60,30,50,5654.88,8,1,Phlomis lychnitis,15,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,60,30,50,5654.88,8,1,Stipa barbata,10,9
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,60,30,50,5654.88,8,1,Astragalus incanus,3,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,60,30,50,5654.88,8,1,Plantago albicans,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,60,30,50,5654.88,8,1,Stipa parviflora,40,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,60,30,50,5654.88,8,1,Hedysarum boveanum,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,60,30,50,5654.88,8,1,Matthiola fruticulosa,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,8,1,Stipa barbata,25,7
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,8,1,Plantago albicans,5,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,8,1,Matthiola fruticulosa,1.5,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,80,80,53,20106.24,9,100(1),Stipa barbata,14,17
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,80,80,53,20106.24,9,100(1),Stipa parviflora,7,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,80,80,53,20106.24,9,100(1),Thymus zygis,30,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,80,80,53,20106.24,9,100(1),Plantago albicans,3,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,9,100(1),Stipa barbata,12,10
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,9,100(1),Thymus zygis,10,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,9,100(1),Matthiola fruticulosa,10,13
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,9,100(1),Astragalus incanus,1,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,9,100(1),Plantago albicans,12,8
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,60,44,83,8293.824,10,1,Thymus zygis,20,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,60,44,83,8293.824,10,1,Stipa barbata,15,7
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,60,44,83,8293.824,10,1,Plantago albicans,12,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,10,1,Thymus zygis,14,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,10,1,Teucrium gnaphalodes,6,5
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,10,1,Plantago albicans,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,10,1,"Helianthemum ""small""",2,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,42,41,27,5409.8352,11,1,Plantago albicans,3,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,42,41,27,5409.8352,11,1,Thymus zygis,30,7
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,42,41,27,5409.8352,11,1,Stipa barbata,9,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,42,41,27,5409.8352,11,1,Stipa parviflora,3,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,11,1,Thymus zygis,18,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,11,1,Erodium,2,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,11,1,Matthiola fruticulosa,3,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,43,32,39,4322.8416,12,1,Stipa parviflora,10,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,43,32,39,4322.8416,12,1,Thymus zygis,6,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,43,32,39,4322.8416,12,1,Stipa barbata,8,9
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,43,32,39,4322.8416,12,1,Plantago albicans,6,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,12,1,Helianthemum hirtum,5,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,12,1,Thymus zygis,9,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,12,1,Hedysarum boveanum,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,12,1,Matthiola fruticulosa,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,30,33,52,3110.184,13,1,Plantago albicans,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,30,33,52,3110.184,13,1,Hedysarum boveanum,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,30,33,52,3110.184,13,1,Matthiola fruticulosa,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,30,33,52,3110.184,13,1,Phlomis lychnitis,8,4
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,30,33,52,3110.184,13,1,Teucrium gnaphalodes,2,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,2,Genista scorpia,30,33,52,3110.184,13,1,Stipa barbata,16,9
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,13,1,Matthiola fruticulosa,1,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,13,1,Hedysarum boveanum,6,3
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,13,1,Teucrium gnaphalodes,4,1
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,13,1,Plantago albicans,4,2
273,Spain,"Maestre, Fernando",Ciempozuelos,84,2,2016/06/07,1,bare,,,,,13,1,Stipa barbata,8,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,33,25,5183.64,1,1,Phlomis lychnitis,40,12
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,33,25,5183.64,1,1,Hedysarum boveanum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,33,25,5183.64,1,1,Stipa barbata,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,1,1,Thymus zygis,3,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,40,35,15,4398.24,2,1,Phlomis lychnitis,10,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,40,35,15,4398.24,2,1,Stipa barbata,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,40,35,15,4398.24,2,1,Hedysarum boveanum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,1,Stipa barbata,4,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,1,Coronilla minima,6,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,1,Plantago albicans,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,2,1,Koeleria vallesiana,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,19,7854,3,1,Stipa parviflora,15,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,19,7854,3,1,Hedysarum boveanum,6,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,19,7854,3,1,Helianthemum hirtum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,Stipa barbata,3,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,Coronilla minima,4,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,Hedysarum boveanum,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,3,1,Plantago albicans,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,23,7854,4,1,Matthiola fruticulosa,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,23,7854,4,1,Hedysarum boveanum,3,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,23,7854,4,1,Phlomis lychnitis,6,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,23,7854,4,1,Stipa barbata,10,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,4,1,Stipa barbata,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,4,1,Plantago albicans,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,4,1,Phlomis lychnitis,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,4,1,Herniaria fruticosa,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,18,7854,5,1,Stipa barbata,7,5
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,18,7854,5,1,Hedysarum boveanum,5,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,18,7854,5,1,Helianthemum hirtum,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,Helianthemum hirtum,5,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,5,1,Stipa barbata,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,16,7854,6,1,Stipa tenacissima,5,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,16,7854,6,1,Hedysarum boveanum,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,6,1,Plantago albicans,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,6,1,Stipa barbata,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,6,1,Helianthemum hirtum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,17,7854,7,1,Phlomis lychnitis,35,11
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,17,7854,7,1,Stipa barbata,15,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,7,1,Phlomis lychnitis,15,7
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,7,1,Koeleria vallesiana,3,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,7,1,Helianthemum hirtum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,7,1,Teucrium capitatum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,47,20,7382.76,8,1,Stipa barbata,15,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,47,20,7382.76,8,1,Phlomis lychnitis,2,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,47,20,7382.76,8,1,Hedysarum boveanum,2,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,47,20,7382.76,8,1,Helianthemum hirtum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,1,Stipa barbata,4,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,8,1,"Helianthemum ""small""",1,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,45,22,7068.6,9,1,Stipa parviflora,25,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,45,22,7068.6,9,1,Coronilla minima,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,45,22,7068.6,9,1,Helianthemum hirtum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,9,1,"Helianthemum ""small""",1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,9,1,Stipa barbata,3,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,37,15,5811.96,10,1,Stipa barbata,20,8
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,37,15,5811.96,10,1,Plantago albicans,10,8
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,37,15,5811.96,10,1,Helianthemum hirtum,2,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,37,15,5811.96,10,1,"Helianthemum ""small""",1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,10,1,Stipa barbata,4,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,10,1,Helianthemum asperum,1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,10,1,Plantago albicans,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,10,1,Matthiola fruticulosa,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,10,1,"Helianthemum ""small""",1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,40,18,6283.2,11,1,Stipa barbata,40,15
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,40,18,6283.2,11,1,"Helianthemum ""small""",8,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,11,1,Thymus zygis,25,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,11,1,Helianthemum marifolium,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,11,1,"Helianthemum ""small""",5,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,11,1,Stipa barbata,7,7
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,16,7854,12,1,Stipa barbata,5,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,16,7854,12,1,Phlomis lychnitis,3,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,16,7854,12,1,Coronilla minima,1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,16,7854,12,1,Helianthemum hirtum,5,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,12,1,Astragalus incanus,2,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,12,1,Hedysarum boveanum,3,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,12,1,Stipa barbata,10,6
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,17,7854,13,1,Stipa barbata,20,8
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,17,7854,13,1,Helianthemum hirtum,4,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,50,17,7854,13,1,Plantago albicans,4,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,13,1,Stipa barbata,15,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,13,1,"Helianthemum ""small""",1,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,46,16,7225.68,14,1,Stipa barbata,30,16
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,46,16,7225.68,14,1,Plantago albicans,3,2
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,2,Thymus zygis,50,46,16,7225.68,14,1,"Helianthemum ""small""",8,4
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,14,1,Teucrium capitatum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,14,1,Helianthemum asperum,2,3
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,14,1,Helianthemum hirtum,1,1
274,Spain,"Maestre, Fernando",Ciempozuelos,84,3,2016/06/09,1,bare,,,,,14,1,"Helianthemum ""small""",1,1
