ID,COU,RES,SITE,SITE_ID,PLOT,Date,Microsite,ID_Microsite,diameter_1(cm),diameter_2(cm),canopy area (cm2),Number of replicate,Quadrat,Species within quadrat,Number of individuals,Cover (%)
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,120,73,6876.6,15,,Anthemis triumfetti,1,8
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,120,73,6876.6,15,,Dactylis glomerata,3,15
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,15,,Centaurea virgata,3,15
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,15,,Dactylis glomerata,4,20
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,15,, Allium fibrosum,1,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,15,,Astragalus joldernesis,1,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,105,86,7088.55,16,,Acinos graveolens,3,16
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,105,86,7088.55,16,,Carex halloriana,5,10
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,105,86,7088.55,16,,Dactylis glomerata,3,20
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,16,,Carex halloriana,5,35
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,16,,Dactylis glomerata,2,12
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,16,,Fumana procumbens,2,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,16,,Rumex tuberosus,1,10
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,145,140,15935.5,17,,Carex halloriana,8,42
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,145,140,15935.5,17,,Cotoneaser numularius,1,15
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,145,140,15935.5,17,,Galium verum,1,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,17,,Carex halloriana,1,6
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,17,,Cotoneaser numularius,1,19
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,17,,Stipa bromoides,1,4
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,17,,Silene sp.,1,6
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,17,,Verbascum cheiranthifolium,1,8
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,118,100,9263,18,,Stipa bromoides,3,20
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,118,100,9263,18,,Carex halloriana,3,17
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,18,,Centaurea virgata,4,30
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,18,,Stipa bromoides,5,45
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,18,,Galium verum,1,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,18,,Fumana procumbens,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,160,160,20096,19,,Stipa bromoides,5,35
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,160,160,20096,19,,Cotoneaser numularius,1,35
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,160,160,20096,19,,Galium verum,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,160,160,20096,19,, Anthemis triumfetti,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,160,160,20096,19,,Carex halloriana,1,7
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,160,160,20096,19,,Silene sp.,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,19,, Anthemis triumfetti,1,35
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,19,,Verbascum cheiranthifolium,2,15
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,19,,Stipa bromoides,2,10
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,19,,Cotoneaser numularius,1,12
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,116,59,5372.54,20,,Silene sp.,3,20
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,116,59,5372.54,20,,Tragopogon vedenskyi,1,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,116,59,5372.54,20,, Anthemis triumfetti,1,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,20,,Verbascum cheiranthifolium,2,22
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,20,,Centaurea virgata,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,20,,Carex halloriana,1,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Anthemis triumfetti,1,10
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Centaurea virgata,1,8
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Dactylis glomerata,2,10
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Quercus castaneifolia seedling,1,15
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Verbascum cheiranthifolium,1,4
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Astragalus verus ,1,20
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Echinops koelzii,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Astragalus joldernesis,1,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Cotoneaser numularius,1,7
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Stachys turcomanica ,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Scabiosa columbaria,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Galium verum,1,4
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Cirsium sp.,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,7,11.2,61.544,21,,Acinos graveolens,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Cotoneaser numularius,1,15
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Cleistogenes  seratina,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Stipa bromoides,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Acinos graveolens,1,4
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Anthemis triumfetti,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Bothriochloa ischaemum,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Verbascum cheiranthifolium,1,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Centaurea virgata,1,4
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Astragalus joldernesis,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Cotoneaser numularius,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Centaurea virgata,1,6
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Verbascum cheiranthifolium,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Cleistogenes  seratina,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Stipa bromoides,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Fumana procumbens,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Dactylis glomerata,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Acinos graveolens,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Astragalus joldernesis,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Echinops koelzii ,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Teucrium polium,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Bothriochloa ischaemum,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Vincetoxicum scandens,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,21,,Dracocephalum kotschy,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,455,583,208233.025,22,,Cotoneaser numularius,1,8
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,455,583,208233.025,22,,Carex halloriana halloriana,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,455,583,208233.025,22,,Dactylis glomerata,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,455,583,208233.025,22,,Acinos graveolens,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,455,583,208233.025,22,,Stipa bromoides,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,455,583,208233.025,22,,Teucrium polium,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,455,583,208233.025,22,,Fumana procumbens,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,455,583,208233.025,22,,Centaurea virgata,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,455,583,208233.025,22,,Astragalus joldernesis,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,455,583,208233.025,22,,Vincetoxicum  scandens,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,22,,Salvia sclarea,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,22,,Verbascum cheiranthifolium,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,22,,Dactylis glomerata,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,22,,Centaurea virgata,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,22,,Cleistogenes  seratina,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,22,,Teucrium polium,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,22,,Bothriochloa ischaemum,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,22,,Stipa bromoides,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,22,,Anthemis triumfetti ,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,22,,Cotoneaser numularius,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,22,,Astragalus joldernesis,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,22,,Fumana procumbens,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,456,470,168241.2,23,,Verbascum cheiranthifolium,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,456,470,168241.2,23,,Bothriochloa ischaemum,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,456,470,168241.2,23,,Cleistogenes  seratina,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,456,470,168241.2,23,,Lappula microcarpa,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,456,470,168241.2,23,,Centaurea virgata,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,456,470,168241.2,23,,Fumana procumbens,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,456,470,168241.2,23,,Echinops koelzii ,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,456,470,168241.2,23,,Teucrium polium,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,456,470,168241.2,23,,Stipa bromoides,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,456,470,168241.2,23,,Scabiosa columbaria,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,23,,Bothriochloa ischaemum,5,15
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,23,,Verbascum cheiranthifolium,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,23,,Cleistogenes  seratina,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,23,,Centaurea virgata,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,23,,Cotoneaser numularius,1,4
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,23,,Stipa bromoides,1,4
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,23,,Acinos graveolens,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,23,,Vincetoxicum  scandens,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,23,,Tragopogon vedenskyi,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,23,,Stachys turcomanica ,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Cotoneaser numularius,1,27
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Echinops koelzii,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Stipa bromoides,3,25
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Dactylis glomerata,1,6
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Verbascum cheiranthifolium,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Teucrium polium,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Astragalus verus ,1,7
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Acinos graveolens,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Teucrium polium,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Ziziphora clinopodioides,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Poa bulbosa,1,6
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Galium verum ,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Hypericum scabrum,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Astragalus joldernesis,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Anthemis triumfetti,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Lactuca serriola,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,580,530,241309,24,,Carex  halloriana,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,24,,Echinops koelzii ,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,24,,Cotoneaser numularius,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,24,,Bothriochloa ischaemum,4,15
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,24,,Cirsium sp.,1,10
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,24,,Verbascum cheiranthifolium,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,24,,Carex  halloriana,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,24,,Teucrium polium,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,24,,Astragalus joldernesis,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,24,,Centaurea virgata,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,24,,Anthemis triumfetti,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,264,230,47665.2,25,,Astragalus verus ,1,17
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,264,230,47665.2,25,,Tragopogon vedenskyi,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,264,230,47665.2,25,,Centaurea virgata,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,264,230,47665.2,25,,Anthemis triumfetti,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,264,230,47665.2,25,,Carex  halloriana,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,264,230,47665.2,25,,Verbascum cheiranthifolium,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Quercus castaneifolia,264,230,47665.2,25,,Astragalus joldernesis,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,25,,Centaurea virgata,3,15
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,25,,Astragalus verus ,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,25,,Stipa bromoides,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,25,,Cirsium sp.,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,25,,Astragalus joldernesis,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,25,,Anthemis triumfetti,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,120,52,4898.4,1,,Fumana procumbens,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,120,52,4898.4,1,,Bothriochloa ischaemum,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,1,,,,
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,123,114,11007.27,2,,Verbascum cheiranthifolia,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,123,114,11007.27,2,,Stipa bromoides,1,1
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,123,114,11007.27,2,,Dactylis glomerata,1,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,123,114,11007.27,2,,Cotoneaster nummularius,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,123,114,11007.27,2,,Fumana procumbens,1,4
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,123,114,11007.27,2,,Teucrium polium,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,2,,Bothriochloa ischaemum,2,11
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,2,,Fumana procumbens,1,4
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,2,,Teucrium polium,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,2,,Melica ciliata,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,2,,,,
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,35,35,961.625,3,,Stipa arabica,3,30
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,35,35,961.625,3,,Tragopogon graminifolius,2,12
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,3,,Fumana procumbens,4,35
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,3,,Stipa arabica,1,7
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,62,65,3163.55,4,,Centaurea virgata,1,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,62,65,3163.55,4,,Stipa arabica,1,5
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,62,65,3163.55,4,,Thymus transcaspius,1,8
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,Astragalus jolderensis,,,,4,,Hymenocrater elegans,1,4
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,Astragalus jolderensis,,,,4,,Fumana procumbens,1,3
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,Astragalus jolderensis,,,,4,,Centaurea virgata,5,38
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,72,42,2373.84,5,,Anthemis triumfetti,1,2
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,5,,Verbascum cheiranthifolia,1,8
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,5,,Bothriochloa ischaemum,1,7
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,1,bare,,,,5,,Astragalus jolderensis,1,4
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,18/06/2016,2,Astragalus jolderensis,43,50,1687.75,6,,Centaurea virgata,4,40
